adcode,name,longitude,latitude
110113010000,石园街道,,
110113011000,空港街道,,
110113012000,双丰街道,,
110113013000,旺泉街道,,
110113101000,高丽营镇,,
110113104000,李桥镇,,
110113105000,李遂镇,,
110113106000,南彩镇,,
110113108000,北务镇,,
110113109000,大孙各庄镇,,
110113110000,张镇,,
110113111000,龙湾屯镇,,
110113112000,木林镇,,
110113113000,北小营镇,,
110113115000,北石槽镇,,
110113116000,赵全营镇,,
110113117000,仁和镇,,
110113118000,后沙峪镇,,
110113119000,天竺镇,,
110113120000,杨镇镇,,
110113121000,牛栏山镇,,
110113122000,南法信镇,,
110113123000,马坡镇,,
110114000000,昌平区,,
110114001000,城北街道,,
110114005000,城南街道,,
110114006000,天通苑北街道,,
110114007000,天通苑南街道,,
110114008000,霍营街道,,
110114009000,回龙观街道,,
110114010000,龙泽园街道,,
110114011000,史各庄街道,,
110114104000,阳坊镇,,
110114110000,小汤山镇,,
110114111000,南邵镇,,
110114112000,崔村镇,,
110114113000,百善镇,,
110114115000,北七家镇,,
110114116000,兴寿镇,,
110114118000,流村镇,,
110114119000,十三陵镇,,
110114120000,延寿镇,,
110114121000,南口镇,,
110114122000,马池口镇,,
110114123000,沙河镇,,
110114125000,东小口镇,,
110115000000,大兴区,,
110115001000,兴丰街道,,
110115002000,林校路街道,,
110115003000,清源街道,,
110115009000,观音寺街道,,
110115010000,天宫院街道,,
110115011000,高米店街道,,
110115012000,荣华街道,,
110115013000,博兴街道,,
110115103000,青云店镇,,
110115104000,采育镇,,
110115105000,安定镇,,
110115106000,礼贤镇,,
110115107000,榆垡镇,,
110115108000,庞各庄镇,,
110115109000,北臧村镇,,
110115110000,魏善庄镇,,
110115111000,长子营镇,,
110115112000,亦庄镇,,
110115113000,黄村镇,,
110115114000,旧宫镇,,
110115115000,西红门镇,,
110115116000,瀛海镇,,
110116000000,怀柔区,,
110116001000,泉河街道,,
110116002000,龙山街道,,
110116102000,北房镇,,
110116103000,杨宋镇,,
110116105000,桥梓镇,,
110116106000,怀北镇,,
110116107000,汤河口镇,,
110116108000,渤海镇,,
110116109000,九渡河镇,,
110116110000,琉璃庙镇,,
110116111000,宝山镇,,
110116112000,怀柔镇,,
110116113000,雁栖镇,,
110116114000,庙城镇,,
110116211000,长哨营满族乡,,
110116213000,喇叭沟门满族乡,,
110117000000,平谷区,,
110117001000,滨河街道,,
110117002000,兴谷街道,,
110117101000,东高村镇,,
110117102000,山东庄镇,,
110117104000,南独乐河镇,,
110117105000,大华山镇,,
110117106000,夏各庄镇,,
110117108000,马昌营镇,,
110117110000,王辛庄镇,,
110117111000,大兴庄镇,,
110117112000,刘家店镇,,
110117114000,镇罗营镇,,
110117115000,平谷镇,,
110117116000,峪口镇,,
110117117000,马坊镇,,
110117118000,金海湖镇,,
110117213000,黄松峪乡,,
110117214000,熊儿寨乡,,
110118000000,密云区,,
110118001000,鼓楼街道,,
110118002000,果园街道,,
110118100000,密云镇,,
110118101000,溪翁庄镇,,
110118102000,西田各庄镇,,
110118103000,十里堡镇,,
110118104000,河南寨镇,,
110118105000,巨各庄镇,,
110118106000,穆家峪镇,,
110118107000,太师屯镇,,
110118108000,高岭镇,,
110118109000,不老屯镇,,
110118110000,冯家峪镇,,
110118111000,古北口镇,,
110118112000,大城子镇,,
110118113000,东邵渠镇,,
110118114000,北庄镇,,
110118115000,新城子镇,,
110118116000,石城镇,,
110118203000,檀营满族蒙族乡,,
110119000000,延庆区,,
110119001000,百泉街道,,
110119002000,香水园街道,,
110119003000,儒林街道,,
110119100000,延庆镇,,
110119101000,康庄镇,,
110119102000,八达岭镇,,
110119103000,永宁镇,,
110119104000,旧县镇,,
110119105000,张山营镇,,
110119106000,四海镇,,
110119107000,千家店镇,,
110119108000,沈家营镇,,
110119109000,大榆树镇,,
110119110000,井庄镇,,
110119207000,大庄科乡,,
110119209000,刘斌堡乡,,
110119210000,香营乡,,
110119214000,珍珠泉乡,,
120100000000,天津市,,
120000000000,天津市,,
120101000000,和平区,,
120101001000,劝业场街道,,
120101002000,小白楼街道,,
120101003000,五大道街道,,
120101004000,新兴街道,,
120101005000,南营门街道,,
120101006000,南市街道,,
120102000000,河东区,,
120102001000,大王庄街道,,
120102002000,大直沽街道,,
120102003000,中山门街道,,
120102004000,富民路街道,,
120102005000,二号桥街道,,
120102006000,春华街道,,
120102007000,唐家口街道,,
120102008000,向阳楼街道,,
120102009000,常州道街道,,
120102010000,上杭路街道,,
120102011000,东新街道,,
120102012000,鲁山道街道,,
120103000000,河西区,,
120103001000,大营门街道,,
120103002000,下瓦房街道,,
120103003000,桃园街道,,
120103004000,挂甲寺街道,,
120103005000,马场街道,,
120103006000,越秀路街道,,
120103007000,友谊路街道,,
120103008000,天塔街道,,
120103009000,尖山街道,,
120103010000,陈塘庄街道,,
120103011000,柳林街道,,
120103012000,东海街道,,
120103013000,梅江街道,,
120103014000,太湖路街道,,
120104000000,南开区,,
120104001000,长虹街道,,
120104002000,鼓楼街道,,
120104003000,兴南街道,,
120104004000,广开街道,,
120104005000,万兴街道,,
120104006000,学府街道,,
120104007000,向阳路街道,,
120104008000,嘉陵道街道,,
120104009000,王顶堤街道,,
120104010000,水上公园街道,,
120104011000,体育中心街道,,
120104012000,华苑街道,,
120105000000,河北区,,
120105001000,光复道街道,,
120105002000,望海楼街道,,
120105003000,鸿顺里街道,,
120105004000,新开河街道,,
120105005000,铁东路街道,,
120105006000,建昌道街道,,
120105007000,宁园街道,,
120105008000,王串场街道,,
120105009000,江都路街道,,
120105010000,月牙河街道,,
120106000000,红桥区,,
120106001000,西于庄街道,,
120106003000,咸阳北路街道,,
120106004000,丁字沽街道,,
120106005000,西沽街道,,
120106006000,三条石街道,,
120106008000,邵公庄街道,,
120106009000,芥园街道,,
120106010000,铃铛阁街道,,
120106011000,大胡同街道,,
120110000000,东丽区,,
120110001000,张贵庄街道,,
120110002000,丰年村街道,,
120110003000,万新街道,,
120110004000,无瑕街道,,
120110005000,新立街道,,
120110006000,华明街道,,
120110007000,金钟街道,,
120110008000,军粮城街道,,
120110009000,金桥街道,,
120110010000,东丽湖街道,,
120110400000,天津开发区西区,,
120110401000,天津航空物流区,,
120110402000,天津空港经济区,,
120110403000,东丽区开发区,,
120110405000,综合保税区,,
120110407000,滨海新区建设管理委员会,,
120111000000,西青区,,
120111001000,西营门街道,,
120111002000,李七庄街道,,
120111005000,津门湖街道,,
120111100000,中北镇,,
120111101000,杨柳青镇,,
120111102000,辛口镇,,
120111103000,张家窝镇,,
120111104000,精武镇,,
120111105000,大寺镇,,
120111106000,王稳庄镇,,
120111400000,开发区西青微电子小区,,
120111401000,新技术产业园区,,
120111450000,西青区开发区,,
120112000000,津南区,,
120112002000,双林街道,,
120112100000,咸水沽镇,,
120112101000,葛沽镇,,
120112102000,小站镇,,
120112103000,双港镇,,
120112104000,辛庄镇,,
120112106000,双桥河镇,,
120112107000,八里台镇,,
120112108000,北闸口镇,,
120112401000,铁路十八局,,
120112404000,津南开发区东区,,
120112405000,津南开发区西区,,
120112407000,海河教育园区,,
120113000000,北辰区,,
120113001000,果园新村街道,,
120113002000,集贤里街道,,
120113003000,普东街道,,
120113004000,瑞景街道,,
120113005000,佳荣里街道,,
120113100000,天穆镇,,
120113101000,北仓镇,,
120113102000,双街镇,,
120113103000,双口镇,,
120113104000,青光镇,,
120113106000,宜兴埠镇,,
120113107000,小淀镇,,
120113108000,大张庄镇,,
120113111000,西堤头镇,,
120113400000,科技园区北区,,
120113401000,科技园区南区,,
120113402000,天津医药医疗器械工业园,,
120113403000,天津陆路港物流装备产业园,,
120113404000,天津风电产业园,,
120113501000,曙光农场,,
120114000000,武清区,,
120114001000,杨村街道,,
120114002000,下朱庄街道,,
120114003000,东蒲洼街道,,
120114004000,黄庄街道,,
120114005000,徐官屯街道,,
120114006000,运河西街道,,
120114101000,梅厂镇,,
120114102000,大碱厂镇,,
120114103000,崔黄口镇,,
120114104000,大良镇,,
120114105000,下伍旗镇,,
120114106000,南蔡村镇,,
120114107000,大孟庄镇,,
120114108000,泗村店镇,,
120114109000,河西务镇,,
120114110000,城关镇,,
120114111000,东马圈镇,,
120114112000,黄花店镇,,
120114113000,石各庄镇,,
120114114000,王庆坨镇,,
120114115000,汊沽港镇,,
120114116000,河北屯镇,,
120114117000,上马台镇,,
120114118000,大王古庄镇,,
120114119000,陈咀镇,,
120114120000,白古屯镇,,
120114121000,曹子里镇,,
120114122000,大黄堡镇,,
120114123000,豆张庄镇,,
120114124000,高村镇,,
120114400000,天津开发区逸仙科学工业园,,
120114401000,武清区开发区,,
120114402000,武清商务区,,
120114403000,武清京滨园,,
120114405000,武清汽车园,,
120114406000,武清科技谷,,
120114500000,武清农场,,
120115000000,宝坻区,,
120115001000,海滨街道,,
120115002000,宝平街道,,
120115003000,钰华街道,,
120115004000,周良街道,,
120115007000,朝霞街道,,
120115008000,潮阳街道,,
120115101000,大口屯镇,,
120115103000,王卜庄镇,,
120115104000,方家庄镇,,
120115105000,林亭口镇,,
120115106000,八门城镇,,
120115107000,大钟庄镇,,
120115108000,新安镇,,
120115111000,霍各庄镇,,
120115113000,新开口镇,,
120115115000,大唐庄镇,,
120115119000,牛道口镇,,
120115120000,史各庄镇,,
120115121000,郝各庄镇,,
120115123000,牛家牌镇,,
120115124000,尔王庄镇,,
120115125000,黄庄镇,,
120115126000,口东镇,,
120115127000,大白庄镇,,
120115453000,天宝工业园区,,
120115454000,九园工业园区,,
120115455000,京津新城,,
120115500000,里自沽农场,,
120115502000,大钟农场,,
120116000000,滨海新区,,
120116005000,杭州道街道,,
120116006000,新河街道,,
120116007000,大沽街道,,
120116008000,新北街道,,
120116009000,北塘街道,,
120116011000,胡家园街道,,
120116012000,泰达街道,,
120116021000,汉沽街道,,
120116022000,寨上街道,,
120116033000,古林街道,,
120116034000,海滨街道,,
120116036000,塘沽街道,,
120116037000,茶淀街道,,
120116038000,大港街道,,
120116100000,新城镇,,
120116102000,杨家泊镇,,
120116105000,太平镇,,
120116106000,小王庄镇,,
120116107000,中塘镇,,
120116401000,保税区,,
120116402000,天津滨海新区高新技术产业开发区,,
120116403000,东疆保税港区,,
120116405000,临港经济区,,
120116406000,中新天津生态城,,
120116408000,南港工业区,,
120117000000,宁河区,,
120117001000,芦台街道,,
120117002000,桥北街道,,
120117101000,宁河镇,,
120117102000,苗庄镇,,
120117103000,丰台镇,,
120117104000,岳龙镇,,
120117105000,板桥镇,,
120117106000,潘庄镇,,
120117107000,造甲城镇,,
120117108000,七里海镇,,
120117109000,大北涧沽镇,,
120117110000,东棘坨镇,,
120117111000,俵口镇,,
120117112000,廉庄镇,,
120117113000,北淮淀镇,,
120117400000,宁河区贸易开发区,,
120117401000,宁河区经济开发区,,
120117451000,宁河县现代产业园区,,
120117452000,天津潘庄工业区,,
120117500000,潘庄农场,,
120118000000,静海区,,
120118100000,静海镇,,
120118101000,唐官屯镇,,
120118102000,独流镇,,
120118103000,王口镇,,
120118104000,台头镇,,
120118105000,子牙镇,,
120118106000,陈官屯镇,,
120118107000,中旺镇,,
120118108000,大邱庄镇,,
120118109000,蔡公庄镇,,
120118110000,梁头镇,,
120118111000,团泊镇,,
120118112000,双塘镇,,
120118113000,大丰堆镇,,
120118114000,沿庄镇,,
120118115000,西翟庄镇,,
120118200000,良王庄乡,,
120118201000,杨成庄乡,,
120118400000,天津静海经济开发区,,
120118402000,天津子牙工业园区,,
120118403000,团泊新城,,
120119000000,蓟州区,,
120119001000,文昌街道,,
120119100000,渔阳镇,,
120119101000,洇溜镇,,
120119102000,官庄镇,,
120119103000,马伸桥镇,,
120119104000,下营镇,,
120119105000,邦均镇,,
120119106000,别山镇,,
120119108000,尤古庄镇,,
120119109000,上仓镇,,
120119111000,下仓镇,,
120119112000,罗庄子镇,,
120119113000,白涧镇,,
120119115000,侯家营镇,,
120119116000,桑梓镇,,
120119117000,东施古镇,,
120119118000,下窝头镇,,
120119119000,杨津庄镇,,
120119120000,出头岭镇,,
120119121000,西龙虎峪镇,,
120119122000,穿芳峪镇,,
120119123000,东二营镇,,
120119124000,许家台镇,,
120119125000,礼明庄镇,,
120119126000,东赵各庄镇,,
120119127000,州河湾镇,,
120119203000,孙各庄满族乡,,
130000000000,河北省,,
130100000000,石家庄市,,
130102000000,长安区,,
130102001000,建北街道,,
130102002000,青园街道,,
130102003000,广安街道,,
130102004000,育才街道,,
130102005000,跃进街道,,
130102007000,河东街道,,
130102010000,长丰街道,,
130102011000,谈固街道,,
130102012000,中山东路街道,,
130102013000,阜康街道,,
130102014000,建安街道,,
130102015000,胜北街道,,
130102100000,西兆通镇,,
130102101000,南村镇,,
130102102000,高营镇,,
130102103000,桃园镇,,
130104000000,桥西区,,
130104001000,东里街道,,
130104002000,中山街道,,
130104004000,南长街道,,
130104005000,维明街道,,
130104007000,友谊街道,,
130104008000,红旗街道,,
130104009000,新石街道,,
130104010000,苑东街道,,
130104011000,西里街道,,
130104012000,振头街道,,
130104013000,留营街道,,
130104014000,长兴街道,,
130104015000,东华街道,,
130104016000,休门街道,,
130104017000,彭后街道,,
130104018000,东风街道,,
130104019000,汇通街道,,
130105000000,新华区,,
130105001000,革新街街道,,
130105003000,新华路街道,,
130105004000,宁安街道,,
130105005000,东焦街道,,
130105006000,西苑街道,,
130105007000,合作路街道,,
130105008000,联盟街道,,
130105009000,石岗街道,,
130105011000,天苑街道,,
130105012000,北苑街道,,
130105013000,赵陵铺路街道,,
130105014000,赵佗路街道,,
130105015000,大郭街道,,
130105016000,西三庄街道,,
130105017000,杜北街道,,
130107000000,井陉矿区,,
130107001000,矿市街道,,
130107002000,四微街道,,
130107100000,贾庄镇,,
130107101000,凤山镇,,
130107200000,横涧乡,,
130108000000,裕华区,,
130108001000,裕兴街道,,
130108002000,裕强街道,,
130108003000,东苑街道,,
130108004000,建通街道,,
130108005000,槐底街道,,
130108006000,裕华路街道,,
130108007000,裕东街道,,
130108008000,长江街道,,
130108009000,太行街道,,
130108010000,裕翔街道,,
130108011000,建华南街道,,
130108100000,宋营镇,,
130108101000,方村镇,,
130109000000,藁城区,,
130109100000,廉州镇,,
130109101000,兴安镇,,
130109102000,贾市庄镇,,
130109103000,南营镇,,
130109104000,梅花镇,,
130109105000,岗上镇,,
130109106000,丘头镇,,
130109107000,南董镇,,
130109108000,张家庄镇,,
130109109000,南孟镇,,
130109110000,增村镇,,
130109111000,常安镇,,
130109112000,西关镇,,
130109200000,九门回族乡,,
130110000000,鹿泉区,,
130110100000,获鹿镇,,
130110101000,铜冶镇,,
130110102000,寺家庄镇,,
130110103000,上庄镇,,
130110104000,李村镇,,
130110105000,宜安镇,,
130110106000,黄壁庄镇,,
130110107000,大河镇,,
130110108000,山尹村镇,,
130110200000,石井乡,,
130110201000,白鹿泉乡,,
130110202000,上寨乡,,
130110500000,河北鹿泉经济开发区,,
130111000000,栾城区,,
130111100000,栾城镇,,
130111101000,郄马镇,,
130111102000,冶河镇,,
130111103000,窦妪镇,,
130111104000,楼底镇,,
130111200000,南高乡,,
130111201000,柳林屯乡,,
130111202000,西营乡,,
130121000000,井陉县,,
130121100000,微水镇,,
130121101000,上安镇,,
130121102000,天长镇,,
130121103000,秀林镇,,
130121104000,南峪镇,,
130121105000,威州镇,,
130121106000,小作镇,,
130121107000,南障城镇,,
130121108000,苍岩山镇,,
130121109000,测鱼镇,,
130121200000,吴家窑乡,,
130121201000,北正乡,,
130121202000,于家乡,,
130121203000,孙庄乡,,
130121204000,南陉乡,,
130121205000,辛庄乡,,
130121206000,南王庄乡,,
130123000000,正定县,,
130123001000,诸福屯街道,,
130123002000,三里屯街道,,
130123100000,正定镇,,
130123102000,新城铺镇,,
130123103000,新安镇,,
130123104000,南岗镇,,
130123105000,曲阳桥镇,,
130123200000,南牛乡,,
130123201000,南楼乡,,
130123202000,西平乐乡,,
130125000000,行唐县,,
130125100000,龙州镇,,
130125101000,南桥镇,,
130125102000,上碑镇,,
130125103000,口头镇,,
130125200000,独羊岗乡,,
130125201000,安香乡,,
130125202000,只里乡,,
130125203000,市同乡,,
130125204000,翟营乡,,
130125205000,城寨乡,,
130125206000,上方乡,,
130125207000,玉亭乡,,
130125208000,北河乡,,
130125209000,上阎庄乡,,
130125210000,九口子乡,,
130126000000,灵寿县,,
130126100000,灵寿镇,,
130126101000,青同镇,,
130126102000,塔上镇,,
130126103000,陈庄镇,,
130126104000,慈峪镇,,
130126105000,岔头镇,,
130126200000,三圣院乡,,
130126201000,北洼乡,,
130126202000,牛城乡,,
130126203000,狗台乡,,
130126204000,南寨乡,,
130126205000,南燕川乡,,
130126206000,北谭庄乡,,
130126207000,寨头乡,,
130126208000,南营乡,,
130127000000,高邑县,,
130127100000,高邑镇,,
130127101000,大营镇,,
130127102000,富村镇,,
130127103000,万城镇,,
130127104000,中韩镇,,
130128000000,深泽县,,
130128100000,深泽镇,,
130128101000,铁杆镇,,
130128102000,赵八镇,,
130128103000,大桥头镇,,
130128200000,白庄乡,,
130128201000,留村乡,,
130129000000,赞皇县,,
130129100000,赞皇镇,,
130129101000,院头镇,,
130129102000,南邢郭镇,,
130129103000,嶂石岩镇,,
130129200000,西龙门乡,,
130129202000,南清河乡,,
130129203000,西阳泽乡,,
130129204000,土门乡,,
130129205000,黄北坪乡,,
130129207000,许亭乡,,
130129208000,张楞乡,,
130130000000,无极县,,
130130100000,无极镇,,
130130101000,七汲镇,,
130130102000,张段固镇,,
130130103000,北苏镇,,
130130104000,郭庄镇,,
130130105000,大陈镇,,
130130200000,高头回族乡,,
130130201000,郝庄乡,,
130130202000,东侯坊乡,,
130130203000,里城道乡,,
130130204000,南流乡,,
130131000000,平山县,,
130131100000,平山镇,,
130131101000,东回舍镇,,
130131102000,温塘镇,,
130131103000,南甸镇,,
130131104000,岗南镇,,
130131105000,古月镇,,
130131106000,下槐镇,,
130131107000,孟家庄镇,,
130131108000,小觉镇,,
130131109000,蛟潭庄镇,,
130131110000,西柏坡镇,,
130131111000,下口镇,,
130131200000,西大吾乡,,
130131201000,上三汲乡,,
130131202000,两河乡,,
130131203000,东王坡乡,,
130131204000,苏家庄乡,,
130131205000,宅北乡,,
130131207000,北冶乡,,
130131209000,上观音堂乡,,
130131210000,杨家桥乡,,
130131211000,营里乡,,
130131212000,合河口乡,,
130132000000,元氏县,,
130132001000,城区街道,,
130132100000,槐阳镇,,
130132101000,殷村镇,,
130132102000,南佐镇,,
130132103000,宋曹镇,,
130132104000,南因镇,,
130132105000,姬村镇,,
130132106000,北褚镇,,
130132107000,马村镇,,
130132201000,东张乡,,
130132202000,赵同乡,,
130132204000,苏村乡,,
130132205000,苏阳乡,,
130132206000,北正乡,,
130132207000,前仙乡,,
130132208000,黑水河乡,,
130133000000,赵县,,
130133100000,赵州镇,,
130133101000,范庄镇,,
130133102000,北王里镇,,
130133103000,新寨店镇,,
130133104000,韩村镇,,
130133105000,南柏舍镇,,
130133106000,沙河店镇,,
130133107000,王西章镇,,
130133200000,前大章乡,,
130133201000,谢庄乡,,
130133202000,高村乡,,
130181000000,辛集市,,
130181100000,辛集镇,,
130181101000,旧城镇,,
130181102000,张古庄镇,,
130181103000,位伯镇,,
130181104000,新垒头镇,,
130181105000,新城镇,,
130181106000,南智丘镇,,
130181107000,王口镇,,
130181200000,天宫营乡,,
130181201000,前营乡,,
130181202000,马庄乡,,
130181203000,和睦井乡,,
130181204000,田家庄乡,,
130181205000,中里厢乡,,
130181206000,小辛庄乡,,
130183000000,晋州市,,
130183100000,晋州镇,,
130183101000,总十庄镇,,
130183102000,营里镇,,
130183103000,桃园镇,,
130183104000,东卓宿镇,,
130183105000,马于镇,,
130183106000,小樵镇,,
130183107000,槐树镇,,
130183108000,东里庄镇,,
130183201000,周家庄乡,,
130184000000,新乐市,,
130184001000,长寿街道,,
130184101000,化皮镇,,
130184102000,承安镇,,
130184103000,正莫镇,,
130184104000,南大岳镇,,
130184105000,杜固镇,,
130184106000,邯邰镇,,
130184107000,东王镇,,
130184108000,马头铺镇,,
130184200000,协神乡,,
130184201000,木村乡,,
130184202000,彭家庄回族乡,,
130200000000,唐山市,,
130202000000,路南区,,
130202001000,学院南路街道,,
130202002000,友谊街道,,
130202003000,广场街道,,
130202004000,永红桥街道,,
130202005000,小山街道,,
130202006000,文化北后街街道,,
130202007000,钱家营矿区街道,,
130202008000,惠民街道,,
130202009000,梁家屯街道,,
130202100000,稻地镇,,
130202101000,女织寨镇,,
130203000000,路北区,,
130203001000,乔屯街道,,
130203002000,文化路街道,,
130203003000,钓鱼台街道,,
130203004000,东新村街道,,
130203005000,缸窑街道,,
130203006000,机场路街道,,
130203007000,河北路街道,,
130203008000,龙东街道,,
130203009000,大里街道,,
130203010000,光明街道,,
130203011000,翔云道街道,,
130203012000,高新技术开发区街道,,
130203100000,韩城镇,,
130203101000,果园镇,,
130204000000,古冶区,,
130204001000,林西街道,,
130204002000,唐家庄街道,,
130204003000,古冶街道,,
130204004000,赵各庄街道,,
130204005000,京华街道,,
130204100000,范各庄镇,,
130204101000,卑家店镇,,
130204201000,王辇庄乡,,
130204202000,习家套乡,,
130204203000,大庄坨乡,,
130205000000,开平区,,
130205001000,马家沟街道,,
130205002000,开平街道,,
130205003000,税务庄街道,,
130205005000,陡电街道,,
130205006000,荆各庄街道,,
130205100000,开平镇,,
130205101000,栗园镇,,
130205102000,越河镇,,
130205103000,双桥镇,,
130205104000,郑庄子镇,,
130205105000,洼里镇,,
130207000000,丰南区,,
130207002000,新华路街道,,
130207100000,丰南镇,,
130207103000,小集镇,,
130207104000,黄各庄镇,,
130207105000,西葛镇,,
130207106000,大新庄镇,,
130207107000,钱营镇,,
130207108000,唐坊镇,,
130207109000,王兰庄镇,,
130207110000,柳树酄镇,,
130207111000,黑沿子镇,,
130207113000,大齐各庄镇,,
130207114000,海北镇,,
130207116000,南孙庄镇,,
130207202000,东田庄乡,,
130207203000,尖字沽乡,,
130208000000,丰润区,,
130208001000,太平路街道,,
130208002000,燕山路街道,,
130208003000,浭阳街道,,
130208100000,丰润镇,,
130208101000,老庄子镇,,
130208102000,任各庄镇,,
130208103000,左家坞镇,,
130208104000,泉河头镇,,
